title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
bohemian rhapsody - remastered 2011,Queen,spotify:track:7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320,4
roller coaster,Danny Vera,spotify:track:5B5YKjgne3TZzNpMsN9aj1,0.401,0.383,9,-10.048,1,0.0279,0.51,0.0078,0.121,0.285,96.957,audio_features,5B5YKjgne3TZzNpMsN9aj1,https://api.spotify.com/v1/tracks/5B5YKjgne3TZzNpMsN9aj1,https://api.spotify.com/v1/audio-analysis/5B5YKjgne3TZzNpMsN9aj1,269986,4
hotel california - 2013 remaster,Eagles,spotify:track:40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
piano man,Billy Joel,spotify:track:3FCto7hnn1shUyZL42YgfO,0.334,0.472,0,-8.791,1,0.0277,0.6,3.62e-06,0.317,0.431,179.173,audio_features,3FCto7hnn1shUyZL42YgfO,https://api.spotify.com/v1/tracks/3FCto7hnn1shUyZL42YgfO,https://api.spotify.com/v1/audio-analysis/3FCto7hnn1shUyZL42YgfO,336093,3
fix you,Coldplay,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4
stairway to heaven - remaster,Led Zeppelin,spotify:track:5CQ30WqJwcep0pYcV4AMNc,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
black,Pearl Jam,spotify:track:5Xak5fmy089t0FYmh3VJiY,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,audio_features,5Xak5fmy089t0FYmh3VJiY,https://api.spotify.com/v1/tracks/5Xak5fmy089t0FYmh3VJiY,https://api.spotify.com/v1/audio-analysis/5Xak5fmy089t0FYmh3VJiY,342653,4
avond,Boudewijn de Groot,spotify:track:5Gc1NPkUBjkARUkH1Giwvh,0.479,0.365,0,-15.278,1,0.041,0.657,0.000544,0.12,0.166,98.183,audio_features,5Gc1NPkUBjkARUkH1Giwvh,https://api.spotify.com/v1/tracks/5Gc1NPkUBjkARUkH1Giwvh,https://api.spotify.com/v1/audio-analysis/5Gc1NPkUBjkARUkH1Giwvh,276560,4
nothing else matters (remastered),Metallica,spotify:track:2CtemffYhT0DJWcT1XW047,0.547,0.394,4,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,audio_features,2CtemffYhT0DJWcT1XW047,https://api.spotify.com/v1/tracks/2CtemffYhT0DJWcT1XW047,https://api.spotify.com/v1/audio-analysis/2CtemffYhT0DJWcT1XW047,388733,3
love of my life - remastered 2011,Queen,spotify:track:790YJcgHlN3SaosQCHlWzn,0.331,0.183,5,-11.63,1,0.0287,0.936,9.07e-06,0.115,0.26,79.195,audio_features,790YJcgHlN3SaosQCHlWzn,https://api.spotify.com/v1/tracks/790YJcgHlN3SaosQCHlWzn,https://api.spotify.com/v1/audio-analysis/790YJcgHlN3SaosQCHlWzn,217400,4
wish you were here,Pink Floyd,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,audio_features,6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4
november rain,Guns N' Roses,spotify:track:3YRCqOhFifThpSRFJ1VWFM,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,audio_features,3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,536067,4
comfortably numb,Pink Floyd,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,audio_features,5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC,382297,4
brothers in arms,Dire Straits,spotify:track:26tWBbtjvgi0tipRL2VQ2X,0.22,0.44,8,-9.456,0,0.0352,0.503,0.862,0.12,0.13,79.095,audio_features,26tWBbtjvgi0tipRL2VQ2X,https://api.spotify.com/v1/tracks/26tWBbtjvgi0tipRL2VQ2X,https://api.spotify.com/v1/audio-analysis/26tWBbtjvgi0tipRL2VQ2X,419400,4
radar love,Golden Earring,spotify:track:5tU9JM1v72X7oM808Am6Fq,0.504,0.719,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.144,audio_features,5tU9JM1v72X7oM808Am6Fq,https://api.spotify.com/v1/tracks/5tU9JM1v72X7oM808Am6Fq,https://api.spotify.com/v1/audio-analysis/5tU9JM1v72X7oM808Am6Fq,386707,4
child in time,Deep Purple,spotify:track:5TrfusgKC1BYic5LaWCoKm,0.338,0.461,9,-10.74,0,0.0396,0.17,0.564,0.0927,0.351,126.698,audio_features,5TrfusgKC1BYic5LaWCoKm,https://api.spotify.com/v1/tracks/5TrfusgKC1BYic5LaWCoKm,https://api.spotify.com/v1/audio-analysis/5TrfusgKC1BYic5LaWCoKm,620373,4
africa,TOTO,spotify:track:2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
the sound of silence,Disturbed,spotify:track:1Cj2vqUwlJVG27gJrun92y,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,audio_features,1Cj2vqUwlJVG27gJrun92y,https://api.spotify.com/v1/tracks/1Cj2vqUwlJVG27gJrun92y,https://api.spotify.com/v1/audio-analysis/1Cj2vqUwlJVG27gJrun92y,248467,4
soldier on,DI-RECT,spotify:track:5ciRElWhvA0LuG2hQi90Ie,0.358,0.44,3,-7.563,1,0.0284,0.843,0.0,0.105,0.195,180.044,audio_features,5ciRElWhvA0LuG2hQi90Ie,https://api.spotify.com/v1/tracks/5ciRElWhvA0LuG2hQi90Ie,https://api.spotify.com/v1/audio-analysis/5ciRElWhvA0LuG2hQi90Ie,207854,4
sultans of swing,Dire Straits,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400,4
purple rain,Prince,spotify:track:54X78diSLoUDI3joC2bjMz,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,audio_features,54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/tracks/54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/audio-analysis/54X78diSLoUDI3joC2bjMz,520787,4
one (remastered),Metallica,spotify:track:0LAcM6I7ijW4VVW0aytl1t,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,audio_features,0LAcM6I7ijW4VVW0aytl1t,https://api.spotify.com/v1/tracks/0LAcM6I7ijW4VVW0aytl1t,https://api.spotify.com/v1/audio-analysis/0LAcM6I7ijW4VVW0aytl1t,446146,3
the river,Bruce Springsteen,spotify:track:7HrzErXq3TsKOY1gmdIShB,0.587,0.536,7,-11.248,1,0.0304,0.179,2.75e-05,0.305,0.59,117.498,audio_features,7HrzErXq3TsKOY1gmdIShB,https://api.spotify.com/v1/tracks/7HrzErXq3TsKOY1gmdIShB,https://api.spotify.com/v1/audio-analysis/7HrzErXq3TsKOY1gmdIShB,301547,4
paradise by the dashboard light,Meat Loaf,spotify:track:2g7gviEeJr6pyxO7G35EWQ,0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,audio_features,2g7gviEeJr6pyxO7G35EWQ,https://api.spotify.com/v1/tracks/2g7gviEeJr6pyxO7G35EWQ,https://api.spotify.com/v1/audio-analysis/2g7gviEeJr6pyxO7G35EWQ,508333,4
go your own way - 2004 remaster,Fleetwood Mac,spotify:track:07GvNcU1WdyZJq3XxP0kZa,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,audio_features,07GvNcU1WdyZJq3XxP0kZa,https://api.spotify.com/v1/tracks/07GvNcU1WdyZJq3XxP0kZa,https://api.spotify.com/v1/audio-analysis/07GvNcU1WdyZJq3XxP0kZa,223613,4
heroes - 2017 remaster,David Bowie,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,audio_features,7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4
shine on you crazy diamond (pts. 1-5),Pink Floyd,spotify:track:6pnwfWyaWjQiHCKTiZLItr,0.264,0.294,7,-11.941,0,0.028,0.772,0.686,0.107,0.0402,137.937,audio_features,6pnwfWyaWjQiHCKTiZLItr,https://api.spotify.com/v1/tracks/6pnwfWyaWjQiHCKTiZLItr,https://api.spotify.com/v1/audio-analysis/6pnwfWyaWjQiHCKTiZLItr,811077,3
thunderstruck,AC/DC,spotify:track:57bgtoPSgt236HzfBOd8kj,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4
master of puppets (remastered),Metallica,spotify:track:54bm2e3tk8cliUz3VSdCPZ,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,audio_features,54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/tracks/54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/audio-analysis/54bm2e3tk8cliUz3VSdCPZ,515387,4
telegraph road,Dire Straits,spotify:track:071BtONQBIq4SkvO0okS4k,0.381,0.592,2,-10.124,0,0.0322,0.016,0.363,0.273,0.285,124.984,audio_features,071BtONQBIq4SkvO0okS4k,https://api.spotify.com/v1/tracks/071BtONQBIq4SkvO0okS4k,https://api.spotify.com/v1/audio-analysis/071BtONQBIq4SkvO0okS4k,858533,4
viva la vida,Coldplay,spotify:track:1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,audio_features,1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4
smells like teen spirit,Nirvana,spotify:track:5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4
oceaan,Racoon,spotify:track:7GWU6dQFjYF5YpsAUwZfGq,0.593,0.313,9,-8.961,1,0.0383,0.866,0.0,0.108,0.219,95.904,audio_features,7GWU6dQFjYF5YpsAUwZfGq,https://api.spotify.com/v1/tracks/7GWU6dQFjYF5YpsAUwZfGq,https://api.spotify.com/v1/audio-analysis/7GWU6dQFjYF5YpsAUwZfGq,164757,4
just breathe,Pearl Jam,spotify:track:6i81qFkru6Kj1IEsB7KNp2,0.473,0.348,0,-11.1,1,0.0288,0.721,7.42e-05,0.0823,0.283,107.819,audio_features,6i81qFkru6Kj1IEsB7KNp2,https://api.spotify.com/v1/tracks/6i81qFkru6Kj1IEsB7KNp2,https://api.spotify.com/v1/audio-analysis/6i81qFkru6Kj1IEsB7KNp2,215853,4
sweet child o' mine,Guns N' Roses,spotify:track:7snQQk1zcKl8gZ92AnueZW,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4
a forest - 2006 remaster,The Cure,spotify:track:3O4TPMOgChXOerSdB5WENH,0.633,0.62,0,-11.271,1,0.0648,0.34,0.605,0.0977,0.421,81.117,audio_features,3O4TPMOgChXOerSdB5WENH,https://api.spotify.com/v1/tracks/3O4TPMOgChXOerSdB5WENH,https://api.spotify.com/v1/audio-analysis/3O4TPMOgChXOerSdB5WENH,354933,4
the sound of silence,Simon & Garfunkel,spotify:track:3YfS47QufnLDFA71FUsgCM,0.535,0.225,6,-13.865,1,0.0301,0.869,1.57e-06,0.0988,0.338,107.384,audio_features,3YfS47QufnLDFA71FUsgCM,https://api.spotify.com/v1/tracks/3YfS47QufnLDFA71FUsgCM,https://api.spotify.com/v1/audio-analysis/3YfS47QufnLDFA71FUsgCM,184787,4
door de wind,Miss Montreal,spotify:track:3h7NZT1CATbn4GqUs51vwf,0.579,0.0945,3,-18.377,1,0.0396,0.705,4.27e-06,0.0817,0.353,123.994,audio_features,3h7NZT1CATbn4GqUs51vwf,https://api.spotify.com/v1/tracks/3h7NZT1CATbn4GqUs51vwf,https://api.spotify.com/v1/audio-analysis/3h7NZT1CATbn4GqUs51vwf,170277,4
innuendo,Queen,spotify:track:1dG4lTOVFu8RkSzybolp7o,0.339,0.449,0,-15.818,1,0.0393,0.0976,0.000219,0.114,0.254,72.302,audio_features,1dG4lTOVFu8RkSzybolp7o,https://api.spotify.com/v1/tracks/1dG4lTOVFu8RkSzybolp7o,https://api.spotify.com/v1/audio-analysis/1dG4lTOVFu8RkSzybolp7o,391267,4
the chain - 2004 remaster,Fleetwood Mac,spotify:track:5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,audio_features,5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU,270213,4
cold little heart,Michael Kiwanuka,spotify:track:0qprlw0jfsW4H9cG0FFE0Z,0.489,0.404,8,-7.815,1,0.0261,0.487,0.0485,0.14,0.153,108.01,audio_features,0qprlw0jfsW4H9cG0FFE0Z,https://api.spotify.com/v1/tracks/0qprlw0jfsW4H9cG0FFE0Z,https://api.spotify.com/v1/audio-analysis/0qprlw0jfsW4H9cG0FFE0Z,597600,4
enter sandman (remastered),Metallica,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,audio_features,3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ,331560,4
in the end,Linkin Park,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4
dancing queen,ABBA,spotify:track:0GjEhVFGZW8afUYGChu3Rr,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4
over de muur,Klein Orkest,spotify:track:5rAG0XusRfyLrzYV7A7lBL,0.612,0.321,0,-15.231,1,0.0506,0.629,1.05e-05,0.144,0.287,95.977,audio_features,5rAG0XusRfyLrzYV7A7lBL,https://api.spotify.com/v1/tracks/5rAG0XusRfyLrzYV7A7lBL,https://api.spotify.com/v1/audio-analysis/5rAG0XusRfyLrzYV7A7lBL,209493,4
in the air tonight - 2015 remastered,Phil Collins,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,audio_features,18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/audio-analysis/18AXbzPzBS8Y3AkgSxzJPb,336453,4
hurt,Johnny Cash,spotify:track:28cnXtME493VX9NOw9cIUh,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,audio_features,28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
killing in the name,Rage Against The Machine,spotify:track:59WN2psjkt1tyaxjspN8fp,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,audio_features,59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/audio-analysis/59WN2psjkt1tyaxjspN8fp,313573,4
shallow,Lady Gaga,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4
school,Supertramp,spotify:track:6fnachl7fIn5dqIjakfJ57,0.366,0.468,4,-14.514,0,0.0826,0.537,0.0283,0.0664,0.0506,90.281,audio_features,6fnachl7fIn5dqIjakfJ57,https://api.spotify.com/v1/tracks/6fnachl7fIn5dqIjakfJ57,https://api.spotify.com/v1/audio-analysis/6fnachl7fIn5dqIjakfJ57,335286,4
yellow,Coldplay,spotify:track:3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
imagine - remastered 2010,John Lennon,spotify:track:7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4
running up that hill (a deal with god),Kate Bush,spotify:track:1PtQJZVZIdWIYdARpZRDFO,0.629,0.545,10,-13.123,0,0.0546,0.719,0.00308,0.0604,0.194,108.376,audio_features,1PtQJZVZIdWIYdARpZRDFO,https://api.spotify.com/v1/tracks/1PtQJZVZIdWIYdARpZRDFO,https://api.spotify.com/v1/audio-analysis/1PtQJZVZIdWIYdARpZRDFO,298933,4
"somebody to love - live at the freddie mercury tribute concert for aids awareness, wembley / 1992",Queen,spotify:track:0c6gaX6Av1GfiXXqfq9Jox,0.438,0.893,7,-5.214,1,0.0473,0.117,3.15e-06,0.987,0.416,110.234,audio_features,0c6gaX6Av1GfiXXqfq9Jox,https://api.spotify.com/v1/tracks/0c6gaX6Av1GfiXXqfq9Jox,https://api.spotify.com/v1/audio-analysis/0c6gaX6Av1GfiXXqfq9Jox,307173,4
noodgeval,Goldband,spotify:track:2LcmbuYX7tyR4DWy3b273L,0.856,0.89,2,-6.463,0,0.0627,0.131,0.0143,0.0614,0.77,139.003,audio_features,2LcmbuYX7tyR4DWy3b273L,https://api.spotify.com/v1/tracks/2LcmbuYX7tyR4DWy3b273L,https://api.spotify.com/v1/audio-analysis/2LcmbuYX7tyR4DWy3b273L,214383,4
het dorp - live,Wim Sonneveld,spotify:track:4HWOyz21zZDbHe3mMukrFJ,0.356,0.432,7,-14.867,1,0.0804,0.828,0.0098,0.671,0.468,112.533,audio_features,4HWOyz21zZDbHe3mMukrFJ,https://api.spotify.com/v1/tracks/4HWOyz21zZDbHe3mMukrFJ,https://api.spotify.com/v1/audio-analysis/4HWOyz21zZDbHe3mMukrFJ,198267,4
creep,Radiohead,spotify:track:70LcF31zb1H0PyJoS1Sx1r,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
the scientist,Coldplay,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,audio_features,75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4
iron sky,Paolo Nutini,spotify:track:5EpP1lwkAnOAKbfAHUNJkI,0.387,0.626,1,-7.134,0,0.0344,0.242,0.0012,0.11,0.316,139.724,audio_features,5EpP1lwkAnOAKbfAHUNJkI,https://api.spotify.com/v1/tracks/5EpP1lwkAnOAKbfAHUNJkI,https://api.spotify.com/v1/audio-analysis/5EpP1lwkAnOAKbfAHUNJkI,373133,4
lola montez,Volbeat,spotify:track:1wnq9TwifJ9ipLUFsm8vKx,0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,audio_features,1wnq9TwifJ9ipLUFsm8vKx,https://api.spotify.com/v1/tracks/1wnq9TwifJ9ipLUFsm8vKx,https://api.spotify.com/v1/audio-analysis/1wnq9TwifJ9ipLUFsm8vKx,267680,4
"lose yourself - from ""8 mile"" soundtrack",Eminem,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,audio_features,5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/tracks/5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/audio-analysis/5Z01UMMf7V1o0MzF86s6WJ,326467,4
"paint it, black",The Rolling Stones,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
papa,Stef Bos,spotify:track:6NP6BCW2M2I4vdcnXMAvjl,0.744,0.322,0,-13.004,1,0.0337,0.718,1.62e-06,0.0841,0.294,119.941,audio_features,6NP6BCW2M2I4vdcnXMAvjl,https://api.spotify.com/v1/tracks/6NP6BCW2M2I4vdcnXMAvjl,https://api.spotify.com/v1/audio-analysis/6NP6BCW2M2I4vdcnXMAvjl,193093,4
a whiter shade of pale - original single version,Procol Harum,spotify:track:78ZqE2tjAxbqEGGlvGnQfT,0.249,0.66,0,-6.905,1,0.0342,0.504,0.0026,0.0891,0.435,149.813,audio_features,78ZqE2tjAxbqEGGlvGnQfT,https://api.spotify.com/v1/tracks/78ZqE2tjAxbqEGGlvGnQfT,https://api.spotify.com/v1/audio-analysis/78ZqE2tjAxbqEGGlvGnQfT,248947,4
fool's overture,Supertramp,spotify:track:5pSSEkT0963muzzIjsVkrs,0.406,0.306,3,-10.482,1,0.0372,0.313,0.0079,0.0727,0.073,135.272,audio_features,5pSSEkT0963muzzIjsVkrs,https://api.spotify.com/v1/tracks/5pSSEkT0963muzzIjsVkrs,https://api.spotify.com/v1/audio-analysis/5pSSEkT0963muzzIjsVkrs,652560,4
alive,Pearl Jam,spotify:track:1L94M3KIu7QluZe63g64rv,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/tracks/1L94M3KIu7QluZe63g64rv,https://api.spotify.com/v1/audio-analysis/1L94M3KIu7QluZe63g64rv,340907,4
under pressure - remastered 2011,Queen,spotify:track:11IzgLRXV7Cgek3tEgGgjw,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,audio_features,11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440,4
phantom of the opera,Floor Jansen,spotify:track:6ZJ7gv4YmbFAHCHMwsB8ZL,0.471,0.869,0,-6.136,0,0.0473,0.00251,2.41e-05,0.246,0.271,131.956,audio_features,6ZJ7gv4YmbFAHCHMwsB8ZL,https://api.spotify.com/v1/tracks/6ZJ7gv4YmbFAHCHMwsB8ZL,https://api.spotify.com/v1/audio-analysis/6ZJ7gv4YmbFAHCHMwsB8ZL,244176,4
don't stop me now - remastered 2011,Queen,spotify:track:7hQJA50XrCWABAu5v6QZ4i,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,audio_features,7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/tracks/7hQJA50XrCWABAu5v6QZ4i,https://api.spotify.com/v1/audio-analysis/7hQJA50XrCWABAu5v6QZ4i,209413,4
god only knows - remastered 1999,The Beach Boys,spotify:track:0xb6220jAyOgKwukn1VxZ8,0.517,0.421,9,-10.772,1,0.0321,0.252,0.0,0.0933,0.447,117.198,audio_features,0xb6220jAyOgKwukn1VxZ8,https://api.spotify.com/v1/tracks/0xb6220jAyOgKwukn1VxZ8,https://api.spotify.com/v1/audio-analysis/0xb6220jAyOgKwukn1VxZ8,171627,4
